day,language,gps,wo_gps
2017-03-23,ja,815,815
2017-03-23,kn,4,4
2017-03-23,ko,163,163
2017-03-23,lv,12,12
2017-03-23,mr,3,3
2017-03-23,ms,5,5
2017-03-23,msa,80,80
2017-03-23,nb,36,36
2017-03-23,nl,10409,10409
2017-03-23,no,202,202
2017-03-23,pl,1360,1360
2017-03-23,pt,2705,2705
2017-03-23,pt-PT,4,4
2017-03-23,ro,39,39
2017-03-23,ru,2179,2179
2017-03-23,sk,6,6
2017-03-23,sl,1,1
2017-03-23,sr,32,32
2017-03-23,sv,1885,1885
2017-03-23,th,353,353
2017-03-23,tr,4599,4599
2017-03-23,uk,9,9
2017-03-23,ur,25,25
2017-03-23,vi,13,13
2017-03-23,xx-lc,86,86
2017-03-23,zh-CN,82,82
2017-03-23,zh-Hans,3,3
2017-03-23,zh-TW,6,6
2017-03-23,zh-cn,175,175
2017-03-23,zh-tw,41,41
2017-03-24,ar,451564,451564
2017-03-24,be,1,1
2017-03-24,bg,4,4
2017-03-24,bn,1,1
2017-03-24,ca,844,844
2017-03-24,cs,177,177
2017-03-24,cy,3,3
2017-03-24,da,316,316
2017-03-24,de,7601,7601
2017-03-24,el,156,156
2017-03-24,en,600402,600402
2017-03-24,en-AU,88,88
2017-03-24,en-GB,3379,3379
2017-03-24,en-IN,4,4
2017-03-24,en-US,2,2
2017-03-24,en-gb,13845,13845
2017-03-24,es,31259,31259
2017-03-24,es-MX,2,2
2017-03-24,eu,41,41
2017-03-24,fa,209,209
2017-03-24,fi,223,223
2017-03-24,fil,7,7
2017-03-24,fr,28704,28704
2017-03-24,ga,8,8
2017-03-24,gl,76,76
2017-03-24,gu,4,4
2017-03-24,he,304,304
2017-03-24,hi,126,126
2017-03-24,hr,19,19
2017-03-24,hu,82,82
2017-03-24,id,17985,17985
2017-03-24,in,16,16
2017-03-24,it,2747,2747
2017-03-24,ja,619,619
2017-03-24,kn,2,2
2017-03-24,ko,90,90
2017-03-24,lolc,1,1
2017-03-24,lv,13,13
2017-03-24,mr,2,2
2017-03-24,ms,8,8
2017-03-24,msa,77,77
2017-03-24,nb,27,27
2017-03-24,nl,6609,6609
2017-03-24,no,166,166
2017-03-24,pa,1,1
2017-03-24,pl,834,834
2017-03-24,pt,1670,1670
2017-03-24,pt-BR,1,1
2017-03-24,pt-PT,1,1
2017-03-24,ro,40,40
2017-03-24,ru,2626,2626
2017-03-24,sk,8,8
2017-03-24,sl,1,1
2017-03-24,sr,20,20
2017-03-24,sv,1514,1514
2017-03-24,th,179,179
2017-03-24,tr,3853,3853
2017-03-24,uk,26,26
2017-03-24,ur,11,11
2017-03-24,vi,13,13
2017-03-24,xx-lc,42,42
2017-03-24,zh-CN,45,45
2017-03-24,zh-Hans,1,1
2017-03-24,zh-TW,5,5
2017-03-24,zh-cn,128,128
2017-03-24,zh-tw,33,33
2017-03-25,ar,396638,396638
2017-03-25,bg,8,8
2017-03-25,bn,5,5
2017-03-25,ca,956,956
2017-03-25,cs,134,134
2017-03-25,cy,1,1
2017-03-25,da,216,216
2017-03-25,de,5956,5956
2017-03-25,el,105,105
2017-03-25,en,476247,476247
2017-03-25,en-AU,65,65
2017-03-25,en-GB,1904,1904
2017-03-25,en-IN,7,7
2017-03-25,en-US,5,5
2017-03-25,en-gb,9390,9390
2017-03-25,es,22404,22404
2017-03-25,es-MX,5,5
2017-03-25,eu,25,25
2017-03-25,fa,156,156
2017-03-25,fi,156,156
2017-03-25,fil,3,3
2017-03-25,fr,24797,24797
2017-03-25,ga,5,5
2017-03-25,gl,54,54
2017-03-25,gu,16,16
2017-03-25,he,303,303
2017-03-25,hi,139,139
2017-03-25,hr,20,20
2017-03-25,hu,85,85
2017-03-25,id,15551,15551
2017-03-25,in,16,16
2017-03-25,it,1952,1952
2017-03-25,ja,641,641
2017-03-25,kn,2,2
2017-03-25,ko,101,101
2017-03-25,lv,8,8
2017-03-25,mr,1,1
2017-03-25,ms,4,4
2017-03-25,msa,63,63
2017-03-25,nb,24,24
2017-03-25,nl,5759,5759
2017-03-25,no,161,161
2017-03-25,pl,856,856
2017-03-25,pt,1429,1429
2017-03-25,pt-PT,1,1
2017-03-25,ro,35,35
2017-03-25,ru,2079,2079
2017-03-25,sk,3,3
2017-03-25,sl,1,1
2017-03-25,sr,14,14
2017-03-25,sv,1572,1572
2017-03-25,th,133,133
2017-03-25,tr,3790,3790
2017-03-25,uk,23,23
2017-03-25,ur,12,12
2017-03-25,vi,9,9
2017-03-25,xx-lc,45,45
2017-03-25,zh-CN,73,73
2017-03-25,zh-Hans,1,1
2017-03-25,zh-TW,20,20
2017-03-25,zh-cn,143,143
2017-03-25,zh-tw,31,31
2017-03-26,ar,396718,396718
2017-03-26,bg,3,3
2017-03-26,bn,4,4
2017-03-26,ca,380,380
2017-03-26,cs,163,163
2017-03-26,da,249,249
2017-03-26,de,6081,6081
2017-03-26,el,164,164
2017-03-26,en,470228,470228
2017-03-26,en-AU,51,51
2017-03-26,en-GB,2535,2535
2017-03-26,en-IN,9,9
2017-03-26,en-gb,10603,10603
2017-03-26,es,19191,19191
2017-03-26,es-MX,2,2
2017-03-26,eu,14,14
2017-03-26,fa,126,126
2017-03-26,fi,235,235
2017-03-26,fil,2,2
2017-03-26,fr,24437,24437
2017-03-26,ga,5,5
2017-03-26,gl,28,28
2017-03-26,gu,4,4
2017-03-26,he,264,264
2017-03-26,hi,136,136
2017-03-26,hr,26,26
2017-03-26,hu,91,91
2017-03-26,id,20606,20606
2017-03-26,in,9,9
2017-03-26,it,1845,1845
2017-03-26,ja,713,713
2017-03-26,kn,2,2
2017-03-26,ko,101,101
2017-03-26,lv,4,4
2017-03-26,mr,1,1
2017-03-26,ms,7,7
2017-03-26,msa,22,22
2017-03-26,nb,29,29
2017-03-26,nl,5265,5265
2017-03-26,no,154,154
2017-03-26,pl,841,841
2017-03-26,pt,1337,1337
2017-03-26,pt-PT,4,4
2017-03-26,ro,32,32
2017-03-26,ru,2436,2436
2017-03-26,sk,2,2
2017-03-26,sq,1,1
2017-03-26,sr,24,24
2017-03-26,sv,1237,1237
2017-03-26,ta,2,2
2017-03-26,th,136,136
2017-03-26,tr,4636,4636
2017-03-26,uk,28,28
2017-03-26,ur,9,9
2017-03-26,vi,11,11
2017-03-26,xx-lc,11,11
2017-03-26,zh-CN,57,57
2017-03-26,zh-Hant,1,1
2017-03-26,zh-TW,5,5
2017-03-26,zh-cn,91,91
2017-03-26,zh-tw,20,20
2017-03-27,ar,376703,376703
2017-03-27,bg,3,3
2017-03-27,bn,3,3
2017-03-27,ca,401,401
2017-03-27,cs,158,158
2017-03-27,cy,4,4
2017-03-27,da,338,338
2017-03-27,de,7275,7275
2017-03-27,el,164,164
2017-03-27,en,551212,551212
2017-03-27,en-AU,54,54
2017-03-27,en-GB,2310,2310
2017-03-27,en-IN,7,7
2017-03-27,en-US,2,2
2017-03-27,en-gb,11513,11513
2017-03-27,es,23756,23756
2017-03-27,es-MX,2,2
2017-03-27,eu,34,34
2017-03-27,fa,151,151
2017-03-27,fi,173,173
2017-03-27,fil,4,4
2017-03-27,fr,26012,26012
2017-03-27,fr-CA,1,1
2017-03-27,ga,5,5
2017-03-27,gl,39,39
2017-03-27,gu,3,3
2017-03-27,he,226,226
2017-03-27,hi,185,185
2017-03-27,hr,16,16
2017-03-27,hu,97,97
2017-03-27,id,18331,18331
2017-03-27,in,4,4
2017-03-27,it,2472,2472
2017-03-27,ja,694,694
2017-03-27,kn,2,2
2017-03-27,ko,94,94
2017-03-27,lv,16,16
2017-03-27,ms,1,1
2017-03-27,msa,57,57
2017-03-27,nb,40,40
2017-03-27,nl,6117,6117
2017-03-27,no,195,195
2017-03-27,pl,633,633
2017-03-27,pt,1760,1760
2017-03-27,pt-PT,5,5
2017-03-27,ro,31,31
2017-03-27,ru,2229,2229
2017-03-27,sk,3,3
2017-03-27,sq,4,4
2017-03-27,sr,17,17
2017-03-27,sv,1379,1379
2017-03-27,ta,2,2
2017-03-27,th,143,143
2017-03-27,tr,4898,4898
2017-03-27,uk,4,4
2017-03-27,ur,7,7
2017-03-27,vi,19,19
2017-03-27,xx-lc,46,46
2017-03-27,zh-CN,48,48
2017-03-27,zh-Hans,2,2
2017-03-27,zh-TW,3,3
2017-03-27,zh-cn,105,105
2017-03-27,zh-tw,38,38
2017-03-28,ar,326506,326506
2017-03-28,bg,4,4
2017-03-28,bn,3,3
2017-03-28,ca,365,365
2017-03-28,cs,135,135
2017-03-28,cy,2,2
2017-03-28,da,255,255
2017-03-28,de,6241,6241
2017-03-28,el,154,154
2017-03-28,en,506262,506262
2017-03-28,en-AU,53,53
2017-03-28,en-GB,1875,1875
2017-03-28,en-IN,12,12
2017-03-28,en-US,2,2
2017-03-28,en-gb,9307,9307
2017-03-28,es,22381,22381
2017-03-28,es-MX,3,3
2017-03-28,eu,16,16
2017-03-28,fa,168,168
2017-03-28,fi,194,194
2017-03-28,fil,2,2
2017-03-28,fr,21377,21377
2017-03-28,gl,28,28
2017-03-28,gu,4,4
2017-03-28,he,297,297
2017-03-28,hi,128,128
2017-03-28,hr,13,13
2017-03-28,hu,106,106
2017-03-28,id,20937,20937
2017-03-28,in,14,14
2017-03-28,it,1793,1793
2017-03-28,ja,678,678
2017-03-28,kn,2,2
2017-03-28,ko,108,108
2017-03-28,lv,6,6
2017-03-28,mr,1,1
2017-03-28,ms,7,7
2017-03-28,msa,45,45
2017-03-28,nb,25,25
2017-03-28,nl,4745,4745
2017-03-28,no,220,220
2017-03-28,pa,3,3
2017-03-28,pl,713,713
2017-03-28,pt,1502,1502
2017-03-28,pt-PT,1,1
2017-03-28,ro,21,21
2017-03-28,ru,2733,2733
2017-03-28,sk,1,1
2017-03-28,sl,1,1
2017-03-28,sq,7,7
2017-03-28,sr,13,13
2017-03-28,sv,1132,1132
2017-03-28,ta,2,2
2017-03-28,th,138,138
2017-03-28,tr,3880,3880
2017-03-28,uk,13,13
2017-03-28,ur,4,4
2017-03-28,vi,9,9
2017-03-28,xx-lc,39,39
2017-03-28,zh-CN,54,54
2017-03-28,zh-Hans,2,2
2017-03-28,zh-TW,4,4
2017-03-28,zh-cn,139,139
2017-03-28,zh-tw,43,43
2017-03-29,af,1,1
2017-03-29,ar,488695,488695
2017-03-29,bg,6,6
2017-03-29,bn,5,5
2017-03-29,ca,276,276
2017-03-29,cs,135,135
2017-03-29,cy,2,2
2017-03-29,da,223,223
2017-03-29,de,5371,5371
2017-03-29,el,133,133
2017-03-29,en,501971,501971
2017-03-29,en-AU,52,52
2017-03-29,en-GB,1847,1847
2017-03-29,en-IN,9,9
2017-03-29,en-US,5,5
2017-03-29,en-gb,9289,9289
2017-03-29,es,18244,18244
2017-03-29,es-MX,2,2
2017-03-29,et,1,1
2017-03-29,eu,18,18
2017-03-29,fa,159,159
2017-03-29,fi,124,124
2017-03-29,fr,26257,26257
2017-03-29,fr-CA,3,3
2017-03-29,ga,6,6
2017-03-29,gl,17,17
2017-03-29,he,224,224
2017-03-29,hi,135,135
2017-03-29,hr,17,17
2017-03-29,hu,76,76
2017-03-29,id,24395,24395
2017-03-29,in,16,16
2017-03-29,it,1670,1670
2017-03-29,ja,668,668
2017-03-29,kn,2,2
2017-03-29,ko,150,150
2017-03-29,lv,7,7
2017-03-29,mr,1,1
2017-03-29,ms,11,11
2017-03-29,msa,76,76
2017-03-29,nb,30,30
2017-03-29,nl,4004,4004
2017-03-29,no,125,125
2017-03-29,pa,4,4
2017-03-29,pl,483,483
2017-03-29,pt,1480,1480
2017-03-29,ro,17,17
2017-03-29,ru,1468,1468
2017-03-29,sk,10,10
2017-03-29,sr,18,18
2017-03-29,sv,993,993
2017-03-29,ta,3,3
2017-03-29,th,148,148
2017-03-29,tr,5409,5409
2017-03-29,uk,11,11
2017-03-29,ur,8,8
2017-03-29,vi,22,22
2017-03-29,xx-lc,20,20
2017-03-29,zh-CN,39,39
2017-03-29,zh-Hans,2,2
2017-03-29,zh-TW,4,4
2017-03-29,zh-cn,87,87
2017-03-29,zh-tw,36,36
2017-03-30,ar,454776,454776
2017-03-30,bg,3,3
2017-03-30,bn,1,1
2017-03-30,ca,206,206
2017-03-30,cs,160,160
2017-03-30,cy,3,3
2017-03-30,da,236,236
2017-03-30,de,5843,5843
2017-03-30,el,128,128
2017-03-30,en,522793,522793
2017-03-30,en-AU,49,49
2017-03-30,en-GB,1830,1830
2017-03-30,en-IN,13,13
2017-03-30,en-US,1,1
2017-03-30,en-gb,9337,9337
2017-03-30,es,17236,17236
2017-03-30,es-MX,2,2
2017-03-30,eu,11,11
2017-03-30,fa,134,134
2017-03-30,fi,132,132
2017-03-30,fil,4,4
2017-03-30,fr,27801,27801
2017-03-30,fr-CA,1,1
2017-03-30,ga,2,2
2017-03-30,gl,17,17
2017-03-30,gu,4,4
2017-03-30,he,322,322
2017-03-30,hi,153,153
2017-03-30,hr,11,11
2017-03-30,hu,81,81
2017-03-30,id,32031,32031
2017-03-30,in,12,12
2017-03-30,it,1768,1768
2017-03-30,ja,704,704
2017-03-30,kn,5,5
2017-03-30,ko,202,202
2017-03-30,lv,20,20
2017-03-30,ms,7,7
2017-03-30,msa,140,140
2017-03-30,nb,24,24
2017-03-30,nl,4370,4370
2017-03-30,no,147,147
2017-03-30,pa,4,4
2017-03-30,pl,449,449
2017-03-30,pt,1543,1543
2017-03-30,pt-PT,2,2
2017-03-30,ro,18,18
2017-03-30,ru,1398,1398
2017-03-30,sr,21,21
2017-03-30,sv,1011,1011
2017-03-30,ta,5,5
2017-03-30,th,162,162
2017-03-30,tr,13813,13813
2017-03-30,uk,9,9
2017-03-30,ur,4,4
2017-03-30,vi,22,22
2017-03-30,xx-lc,26,26
2017-03-30,zh-CN,31,31
2017-03-30,zh-Hans,1,1
2017-03-30,zh-TW,8,8
2017-03-30,zh-cn,138,138
2017-03-30,zh-tw,29,29
2017-03-31,af,1,1
2017-03-31,ar,422585,422585
2017-03-31,az,1,1
2017-03-31,bg,3,3
2017-03-31,bn,2,2
2017-03-31,ca,195,195
2017-03-31,cs,119,119
2017-03-31,cy,6,6
2017-03-31,da,192,192
2017-03-31,de,4513,4513
2017-03-31,el,95,95
2017-03-31,en,482805,482805
2017-03-31,en-AU,61,61
2017-03-31,en-GB,1483,1483
2017-03-31,en-IN,16,16
2017-03-31,en-gb,7820,7820
2017-03-31,es,12780,12780
2017-03-31,es-MX,7,7
2017-03-31,eu,9,9
2017-03-31,fa,134,134
2017-03-31,fi,111,111
2017-03-31,fil,1,1
2017-03-31,fr,27575,27575
2017-03-31,fr-CA,1,1
2017-03-31,ga,1,1
2017-03-31,gl,16,16
2017-03-31,gu,4,4
2017-03-31,he,274,274
2017-03-31,hi,152,152
2017-03-31,hr,17,17
2017-03-31,hu,74,74
2017-03-31,id,25414,25414
2017-03-31,in,8,8
2017-03-31,it,1970,1970
2017-03-31,ja,684,684
2017-03-31,ko,110,110
2017-03-31,lv,9,9
2017-03-31,ms,9,9
2017-03-31,msa,59,59
2017-03-31,nb,26,26
2017-03-31,nl,4339,4339
2017-03-31,no,114,114
2017-03-31,pa,1,1
2017-03-31,pl,366,366
2017-03-31,pt,1007,1007
2017-03-31,ro,13,13
2017-03-31,ru,1318,1318
2017-03-31,sl,1,1
2017-03-31,sr,12,12
2017-03-31,sv,849,849
2017-03-31,ta,3,3
2017-03-31,th,111,111
2017-03-31,tr,4618,4618
2017-03-31,uk,21,21
2017-03-31,ur,6,6
2017-03-31,vi,6,6
2017-03-31,xx-lc,20,20
2017-03-31,zh-CN,23,23
2017-03-31,zh-TW,5,5
2017-03-31,zh-cn,50,50
2017-03-31,zh-tw,39,39
2017-04-01,ar,388950,388950
2017-04-01,bg,3,3
2017-04-01,bn,1,1
2017-04-01,ca,168,168
2017-04-01,cs,107,107
2017-04-01,cy,3,3
2017-04-01,da,179,179
2017-04-01,de,4564,4564
2017-04-01,el,86,86
2017-04-01,en,418195,418195
2017-04-01,en-AU,41,41
2017-04-01,en-GB,1429,1429
2017-04-01,en-IN,4,4
2017-04-01,en-US,1,1
2017-04-01,en-gb,6951,6951
2017-04-01,es,10263,10263
2017-04-01,es-MX,1,1
2017-04-01,eu,4,4
2017-04-01,fa,155,155
2017-04-01,fi,125,125
2017-04-01,fil,3,3
2017-04-01,fr,22998,22998
2017-04-01,fr-CA,1,1
2017-04-01,ga,2,2
2017-04-01,gl,9,9
2017-04-01,gu,4,4
2017-04-01,he,295,295
2017-04-01,hi,100,100
2017-04-01,hr,11,11
2017-04-01,hu,67,67
2017-04-01,id,21576,21576
2017-04-01,in,26,26
2017-04-01,it,1909,1909
2017-04-01,ja,786,786
2017-04-01,ko,176,176
2017-04-01,lv,10,10
2017-04-01,mr,1,1
2017-04-01,ms,6,6
2017-04-01,msa,42,42
2017-04-01,nb,18,18
2017-04-01,nl,5457,5457
2017-04-01,no,120,120
2017-04-01,pa,2,2
2017-04-01,pl,261,261
2017-04-01,pt,793,793
2017-04-01,ro,20,20
2017-04-01,ru,2730,2730
2017-04-01,sl,1,1
2017-04-01,sr,9,9
2017-04-01,sv,562,562
2017-04-01,ta,4,4
2017-04-01,th,101,101
2017-04-01,tr,3351,3351
2017-04-01,uk,80,80
2017-04-01,ur,10,10
2017-04-01,vi,11,11
2017-04-01,xx-lc,23,23
2017-04-01,zh-CN,19,19
2017-04-01,zh-TW,2,2
2017-04-01,zh-cn,45,45
2017-04-01,zh-tw,19,19
2017-04-02,ar,363901,363901
2017-04-02,bg,7,7
2017-04-02,bn,2,2
2017-04-02,ca,297,297
2017-04-02,cs,160,160
2017-04-02,cy,3,3
2017-04-02,da,214,214
2017-04-02,de,6431,6431
2017-04-02,el,73,73
2017-04-02,en,400237,400237
2017-04-02,en-AU,30,30
2017-04-02,en-GB,1381,1381
2017-04-02,en-IN,11,11
2017-04-02,en-SS,1,1
2017-04-02,en-US,1,1
2017-04-02,en-gb,7288,7288
2017-04-02,es,11548,11548
2017-04-02,es-MX,1,1
2017-04-02,eu,17,17
2017-04-02,fa,164,164
2017-04-02,fi,153,153
2017-04-02,fil,1,1
2017-04-02,fr,23447,23447
2017-04-02,ga,3,3
2017-04-02,gl,27,27
2017-04-02,gu,8,8
2017-04-02,he,238,238
2017-04-02,hi,114,114
2017-04-02,hr,5,5
2017-04-02,hu,77,77
2017-04-02,id,27172,27172
2017-04-02,in,12,12
2017-04-02,it,1772,1772
2017-04-02,ja,624,624
2017-04-02,kn,5,5
2017-04-02,ko,68,68
2017-04-02,lv,5,5
2017-04-02,mr,2,2
2017-04-02,ms,6,6
2017-04-02,msa,47,47
2017-04-02,nb,21,21
2017-04-02,nl,5298,5298
2017-04-02,no,126,126
2017-04-02,pl,482,482
2017-04-02,pt,876,876
2017-04-02,pt-PT,1,1
2017-04-02,ro,21,21
2017-04-02,ru,1601,1601
2017-04-02,sr,13,13
2017-04-02,sv,861,861
2017-04-02,ta,2,2
2017-04-02,th,88,88
2017-04-02,tr,3840,3840
2017-04-02,uk,21,21
2017-04-02,ur,6,6
2017-04-02,vi,9,9
2017-04-02,xx-lc,5,5
2017-04-02,zh-CN,28,28
2017-04-02,zh-Hans,3,3
2017-04-02,zh-TW,3,3
2017-04-02,zh-cn,83,83
2017-04-02,zh-tw,26,26
2017-04-03,ar,426882,426882
2017-04-03,bg,5,5
2017-04-03,bn,2,2
2017-04-03,ca,306,306
2017-04-03,cs,164,164
2017-04-03,cy,3,3
2017-04-03,da,193,193
2017-04-03,de,8321,8321
2017-04-03,el,130,130
2017-04-03,en,455232,455232
2017-04-03,en-AU,54,54
2017-04-03,en-GB,1611,1611
2017-04-03,en-IN,4,4
2017-04-03,en-SS,1,1
2017-04-03,en-US,2,2
2017-04-03,en-gb,8512,8512
2017-04-03,es,16003,16003
2017-04-03,es-MX,3,3
2017-04-03,eu,25,25
2017-04-03,fa,182,182
2017-04-03,fi,174,174
2017-04-03,fil,4,4
2017-04-03,fr,23270,23270
2017-04-03,fr-CA,1,1
2017-04-03,ga,4,4
2017-04-03,gl,31,31
2017-04-03,he,265,265
2017-04-03,hi,136,136
2017-04-03,hr,15,15
2017-04-03,hu,101,101
2017-04-03,id,20647,20647
2017-04-03,in,16,16
2017-04-03,it,1907,1907
2017-04-03,ja,615,615
2017-04-03,kn,2,2
2017-04-03,ko,218,218
2017-04-03,lv,7,7
2017-04-03,mr,2,2
2017-04-03,ms,5,5
2017-04-03,msa,46,46
2017-04-03,nb,30,30
2017-04-03,nl,6917,6917
2017-04-03,no,170,170
2017-04-03,pa,2,2
2017-04-03,pl,531,531
2017-04-03,pt,1197,1197
2017-04-03,pt-PT,1,1
2017-04-03,ro,20,20
2017-04-03,ru,2134,2134
2017-04-03,sk,1,1
2017-04-03,sl,4,4
2017-04-03,sr,23,23
2017-04-03,sv,1035,1035
2017-04-03,ta,3,3
2017-04-03,th,102,102
2017-04-03,tr,4532,4532
2017-04-03,uk,9,9
2017-04-03,ur,4,4
2017-04-03,vi,10,10
2017-04-03,xx-lc,25,25
2017-04-03,zh-CN,28,28
2017-04-03,zh-TW,12,12
2017-04-03,zh-cn,73,73
2017-04-03,zh-tw,19,19
2017-04-04,ar,431342,431342
2017-04-04,bg,8,8
2017-04-04,bn,3,3
2017-04-04,ca,255,255
2017-04-04,cs,72,72
2017-04-04,cy,3,3
2017-04-04,da,214,214
2017-04-04,de,7098,7098
2017-04-04,el,99,99
2017-04-04,en,461889,461889
2017-04-04,en-AU,63,63
2017-04-04,en-GB,1814,1814
2017-04-04,en-IN,13,13
2017-04-04,en-gb,8697,8697
2017-04-04,es,17659,17659
2017-04-04,es-MX,10,10
2017-04-04,eu,10,10
2017-04-04,fa,140,140
2017-04-04,fi,223,223
2017-04-04,fil,10,10
2017-04-04,fr,29265,29265
2017-04-04,ga,5,5
2017-04-04,gl,22,22
2017-04-04,gu,2,2
2017-04-04,he,216,216
2017-04-04,hi,108,108
2017-04-04,hr,10,10
2017-04-04,hu,93,93
2017-04-04,id,17225,17225
2017-04-04,in,6,6
2017-04-04,it,2025,2025
2017-04-04,ja,730,730
2017-04-04,kn,3,3
2017-04-04,ko,405,405
2017-04-04,lv,23,23
2017-04-04,mr,1,1
2017-04-04,ms,1,1
2017-04-04,msa,40,40
2017-04-04,nb,28,28
2017-04-04,nl,5261,5261
2017-04-04,no,147,147
2017-04-04,pl,463,463
2017-04-04,pt,2191,2191
2017-04-04,pt-PT,3,3
2017-04-04,ro,26,26
2017-04-04,ru,2186,2186
2017-04-04,sk,3,3
2017-04-04,sq,1,1
2017-04-04,sr,22,22
2017-04-04,sv,1365,1365
2017-04-04,ta,2,2
2017-04-04,th,135,135
2017-04-04,tr,7266,7266
2017-04-04,uk,15,15
2017-04-04,ur,4,4
2017-04-04,vi,17,17
2017-04-04,xx-lc,39,39
2017-04-04,zh-CN,34,34
2017-04-04,zh-Hans,2,2
2017-04-04,zh-TW,3,3
2017-04-04,zh-cn,87,87
2017-04-04,zh-tw,35,35
2017-04-05,ar,310692,310692
2017-04-05,bg,4,4
2017-04-05,ca,167,167
2017-04-05,cs,77,77
2017-04-05,cy,6,6
2017-04-05,da,142,142
2017-04-05,de,4604,4604
2017-04-05,el,92,92
2017-04-05,en,355829,355829
2017-04-05,en-AU,44,44
2017-04-05,en-GB,1274,1274
2017-04-05,en-IN,22,22
2017-04-05,en-US,1,1
2017-04-05,en-gb,6275,6275
2017-04-05,es,11991,11991
2017-04-05,es-MX,5,5
2017-04-05,eu,4,4
2017-04-05,fa,185,185
2017-04-05,fi,236,236
2017-04-05,fil,6,6
2017-04-05,fr,20685,20685
2017-04-05,ga,3,3
2017-04-05,gl,25,25
2017-04-05,he,169,169
2017-04-05,hi,129,129
2017-04-05,hr,8,8
2017-04-05,hu,57,57
2017-04-05,id,14957,14957
2017-04-05,in,7,7
2017-04-05,it,1787,1787
2017-04-05,ja,549,549
2017-04-05,kn,4,4
2017-04-05,ko,105,105
2017-04-05,ld,1,1
2017-04-05,lv,7,7
2017-04-05,mr,1,1
2017-04-05,ms,8,8
2017-04-05,msa,96,96
2017-04-05,nb,12,12
2017-04-05,nl,3031,3031
2017-04-05,no,121,121
2017-04-05,pl,274,274
2017-04-05,pt,1315,1315
2017-04-05,pt-PT,1,1
2017-04-05,ro,21,21
2017-04-05,ru,1154,1154
2017-04-05,sk,4,4
2017-04-05,sr,11,11
2017-04-05,sv,1249,1249
2017-04-05,sw,1,1
2017-04-05,ta,1,1
2017-04-05,th,92,92
2017-04-05,tr,4074,4074
2017-04-05,uk,14,14
2017-04-05,ur,3,3
2017-04-05,vi,7,7
2017-04-05,xx-lc,9,9
2017-04-05,zh-CN,22,22
2017-04-05,zh-TW,4,4
2017-04-05,zh-cn,52,52
2017-04-05,zh-tw,29,29
