day,language,gps,wo_gps
2017-02-06,sv,1078,1078
2017-02-06,ta,6,6
2017-02-06,th,411,411
2017-02-06,tr,6607,6607
2017-02-06,uk,36,36
2017-02-06,ur,15,15
2017-02-06,vi,35,35
2017-02-06,xx-lc,38,38
2017-02-06,zh-CN,44,44
2017-02-06,zh-Hans,1,1
2017-02-06,zh-TW,9,9
2017-02-06,zh-cn,119,119
2017-02-06,zh-tw,51,51
2017-02-07,ar,374416,374416
2017-02-07,bg,12,12
2017-02-07,bn,5,5
2017-02-07,ca,727,727
2017-02-07,cs,160,160
2017-02-07,cy,6,6
2017-02-07,da,332,332
2017-02-07,de,6928,6928
2017-02-07,el,244,244
2017-02-07,en,741067,741067
2017-02-07,en-AU,64,64
2017-02-07,en-GB,2119,2119
2017-02-07,en-IN,3,3
2017-02-07,en-US,5,5
2017-02-07,en-gb,12652,12652
2017-02-07,es,38770,38770
2017-02-07,es-MX,14,14
2017-02-07,eu,25,25
2017-02-07,fa,283,283
2017-02-07,fi,282,282
2017-02-07,fil,4,4
2017-02-07,fr,33721,33721
2017-02-07,fr-CA,2,2
2017-02-07,ga,4,4
2017-02-07,gl,32,32
2017-02-07,gu,2,2
2017-02-07,he,423,423
2017-02-07,hi,101,101
2017-02-07,hr,36,36
2017-02-07,hu,121,121
2017-02-07,id,25888,25888
2017-02-07,in,4,4
2017-02-07,it,3389,3389
2017-02-07,ja,1460,1460
2017-02-07,kn,4,4
2017-02-07,ko,182,182
2017-02-07,lv,5,5
2017-02-07,mr,3,3
2017-02-07,ms,9,9
2017-02-07,msa,58,58
2017-02-07,nb,25,25
2017-02-07,nl,6921,6921
2017-02-07,no,188,188
2017-02-07,pl,409,409
2017-02-07,pt,2687,2687
2017-02-07,pt-PT,1,1
2017-02-07,ro,35,35
2017-02-07,ru,2531,2531
2017-02-07,sk,4,4
2017-02-07,sl,1,1
2017-02-07,sr,41,41
2017-02-07,sv,1098,1098
2017-02-07,ta,1,1
2017-02-07,th,148,148
2017-02-07,tr,5123,5123
2017-02-07,uk,24,24
2017-02-07,ur,12,12
2017-02-07,vi,32,32
2017-02-07,xx-lc,80,80
2017-02-07,zh-CN,71,71
2017-02-07,zh-Hans,2,2
2017-02-07,zh-TW,12,12
2017-02-07,zh-cn,114,114
2017-02-07,zh-tw,55,55
2017-02-08,ar,512228,512228
2017-02-08,bg,23,23
2017-02-08,bn,2,2
2017-02-08,ca,852,852
2017-02-08,cs,151,151
2017-02-08,cy,14,14
2017-02-08,da,396,396
2017-02-08,de,7670,7670
2017-02-08,el,229,229
2017-02-08,en,794372,794372
2017-02-08,en-AU,82,82
2017-02-08,en-GB,2594,2594
2017-02-08,en-IN,4,4
2017-02-08,en-US,7,7
2017-02-08,en-gb,16163,16163
2017-02-08,es,49776,49776
2017-02-08,es-MX,12,12
2017-02-08,eu,28,28
2017-02-08,fa,275,275
2017-02-08,fi,284,284
2017-02-08,fil,13,13
2017-02-08,fr,31436,31436
2017-02-08,fr-CA,2,2
2017-02-08,ga,9,9
2017-02-08,gl,63,63
2017-02-08,he,389,389
2017-02-08,hi,98,98
2017-02-08,hr,46,46
2017-02-08,hu,126,126
2017-02-08,id,31400,31400
2017-02-08,in,45,45
2017-02-08,it,3637,3637
2017-02-08,ja,1737,1737
2017-02-08,kn,4,4
2017-02-08,ko,224,224
2017-02-08,lolc,1,1
2017-02-08,lv,10,10
2017-02-08,ms,2,2
2017-02-08,msa,56,56
2017-02-08,nb,33,33
2017-02-08,nl,7673,7673
2017-02-08,no,188,188
2017-02-08,pl,694,694
2017-02-08,pt,5048,5048
2017-02-08,pt-PT,2,2
2017-02-08,ro,63,63
2017-02-08,ru,4527,4527
2017-02-08,sk,10,10
2017-02-08,sl,3,3
2017-02-08,sr,16,16
2017-02-08,sv,1141,1141
2017-02-08,ta,1,1
2017-02-08,th,230,230
2017-02-08,tr,6662,6662
2017-02-08,uk,38,38
2017-02-08,ur,15,15
2017-02-08,vi,42,42
2017-02-08,xx-lc,56,56
2017-02-08,zh-CN,50,50
2017-02-08,zh-Hans,6,6
2017-02-08,zh-Hant,2,2
2017-02-08,zh-TW,17,17
2017-02-08,zh-cn,184,184
2017-02-08,zh-tw,43,43
2017-02-09,ar,390860,390860
2017-02-09,be,1,1
2017-02-09,bg,20,20
2017-02-09,bn,3,3
2017-02-09,ca,462,462
2017-02-09,cs,171,171
2017-02-09,cy,6,6
2017-02-09,da,354,354
2017-02-09,de,8350,8350
2017-02-09,el,223,223
2017-02-09,en,874051,874051
2017-02-09,en-AU,90,90
2017-02-09,en-GB,2521,2521
2017-02-09,en-IN,12,12
2017-02-09,en-US,5,5
2017-02-09,en-gb,14646,14646
2017-02-09,es,40664,40664
2017-02-09,es-MX,8,8
2017-02-09,eu,21,21
2017-02-09,fa,359,359
2017-02-09,fi,305,305
2017-02-09,fil,8,8
2017-02-09,fr,35267,35267
2017-02-09,fr-CA,2,2
2017-02-09,ga,6,6
2017-02-09,gl,29,29
2017-02-09,gu,2,2
2017-02-09,he,362,362
2017-02-09,hi,94,94
2017-02-09,hr,25,25
2017-02-09,hu,136,136
2017-02-09,id,32078,32078
2017-02-09,in,2,2
2017-02-09,it,3581,3581
2017-02-09,ja,2137,2137
2017-02-09,kn,3,3
2017-02-09,ko,247,247
2017-02-09,lv,13,13
2017-02-09,mr,5,5
2017-02-09,ms,6,6
2017-02-09,msa,80,80
2017-02-09,nb,28,28
2017-02-09,nl,6909,6909
2017-02-09,no,201,201
2017-02-09,pl,571,571
2017-02-09,pt,4659,4659
2017-02-09,pt-PT,10,10
2017-02-09,ro,54,54
2017-02-09,ru,3098,3098
2017-02-09,sk,11,11
2017-02-09,sl,1,1
2017-02-09,sr,32,32
2017-02-09,sv,1113,1113
2017-02-09,ta,1,1
2017-02-09,th,196,196
2017-02-09,tr,6200,6200
2017-02-09,uk,44,44
2017-02-09,ur,8,8
2017-02-09,vi,34,34
2017-02-09,xx-lc,70,70
2017-02-09,zh-CN,76,76
2017-02-09,zh-HK,1,1
2017-02-09,zh-Hans,2,2
2017-02-09,zh-TW,11,11
2017-02-09,zh-cn,185,185
2017-02-09,zh-tw,51,51
2017-02-10,ar,463501,463501
2017-02-10,bg,14,14
2017-02-10,bn,3,3
2017-02-10,ca,643,643
2017-02-10,cs,116,116
2017-02-10,cy,3,3
2017-02-10,da,429,429
2017-02-10,de,7721,7721
2017-02-10,el,223,223
2017-02-10,en,994323,994323
2017-02-10,en-AU,90,90
2017-02-10,en-GB,2216,2216
2017-02-10,en-IN,13,13
2017-02-10,en-US,12,12
2017-02-10,en-gb,14982,14982
2017-02-10,es,36261,36261
2017-02-10,es-MX,20,20
2017-02-10,eu,20,20
2017-02-10,fa,593,593
2017-02-10,fi,299,299
2017-02-10,fil,4,4
2017-02-10,fr,37068,37068
2017-02-10,fr-CA,4,4
2017-02-10,ga,11,11
2017-02-10,gl,28,28
2017-02-10,gu,6,6
2017-02-10,he,571,571
2017-02-10,hi,112,112
2017-02-10,hr,13,13
2017-02-10,hu,98,98
2017-02-10,id,35348,35348
2017-02-10,in,33,33
2017-02-10,it,3011,3011
2017-02-10,ja,2307,2307
2017-02-10,kn,1,1
2017-02-10,ko,317,317
2017-02-10,lv,13,13
2017-02-10,ms,9,9
2017-02-10,msa,78,78
2017-02-10,nb,34,34
2017-02-10,nl,6287,6287
2017-02-10,no,193,193
2017-02-10,pl,461,461
2017-02-10,pt,3287,3287
2017-02-10,pt-PT,6,6
2017-02-10,ro,74,74
2017-02-10,ru,5439,5439
2017-02-10,sk,5,5
2017-02-10,sr,22,22
2017-02-10,sv,1155,1155
2017-02-10,th,180,180
2017-02-10,tr,5389,5389
2017-02-10,uk,29,29
2017-02-10,ur,9,9
2017-02-10,vi,119,119
2017-02-10,xx-lc,79,79
2017-02-10,zh-CN,65,65
2017-02-10,zh-HK,2,2
2017-02-10,zh-Hans,4,4
2017-02-10,zh-TW,25,25
2017-02-10,zh-cn,156,156
2017-02-10,zh-tw,36,36
2017-02-11,ar,422816,422816
2017-02-11,az,1,1
2017-02-11,bg,19,19
2017-02-11,bn,3,3
2017-02-11,ca,748,748
2017-02-11,cs,135,135
2017-02-11,cy,7,7
2017-02-11,da,339,339
2017-02-11,de,7525,7525
2017-02-11,el,155,155
2017-02-11,en,892546,892546
2017-02-11,en-AU,87,87
2017-02-11,en-GB,2411,2411
2017-02-11,en-IN,15,15
2017-02-11,en-US,4,4
2017-02-11,en-gb,13800,13800
2017-02-11,es,32388,32388
2017-02-11,es-MX,15,15
2017-02-11,eu,9,9
2017-02-11,fa,188,188
2017-02-11,fi,251,251
2017-02-11,fil,5,5
2017-02-11,fr,29284,29284
2017-02-11,ga,9,9
2017-02-11,gl,13,13
2017-02-11,gu,3,3
2017-02-11,he,546,546
2017-02-11,hi,117,117
2017-02-11,hr,27,27
2017-02-11,hu,137,137
2017-02-11,id,42190,42190
2017-02-11,in,16,16
2017-02-11,it,2399,2399
2017-02-11,ja,1459,1459
2017-02-11,ko,194,194
2017-02-11,lv,5,5
2017-02-11,ms,12,12
2017-02-11,msa,108,108
2017-02-11,nb,44,44
2017-02-11,nl,6844,6844
2017-02-11,no,172,172
2017-02-11,pl,414,414
2017-02-11,pt,2266,2266
2017-02-11,pt-PT,1,1
2017-02-11,ro,55,55
2017-02-11,ru,3498,3498
2017-02-11,sk,5,5
2017-02-11,sl,1,1
2017-02-11,sr,34,34
2017-02-11,sv,1181,1181
2017-02-11,ta,2,2
2017-02-11,th,185,185
2017-02-11,tr,5626,5626
2017-02-11,uk,40,40
2017-02-11,ur,10,10
2017-02-11,vi,36,36
2017-02-11,xx-lc,67,67
2017-02-11,zh-CN,69,69
2017-02-11,zh-HK,2,2
2017-02-11,zh-Hans,4,4
2017-02-11,zh-TW,7,7
2017-02-11,zh-cn,167,167
2017-02-11,zh-tw,56,56
2017-02-12,ar,367838,367838
2017-02-12,bg,11,11
2017-02-12,bn,2,2
2017-02-12,bs,1,1
2017-02-12,ca,2551,2551
2017-02-12,cs,150,150
2017-02-12,cy,9,9
2017-02-12,da,327,327
2017-02-12,de,7572,7572
2017-02-12,el,160,160
2017-02-12,en,726498,726498
2017-02-12,en-AU,68,68
2017-02-12,en-GB,2228,2228
2017-02-12,en-IN,8,8
2017-02-12,en-US,3,3
2017-02-12,en-gb,12360,12360
2017-02-12,es,37786,37786
2017-02-12,es-MX,17,17
2017-02-12,eu,23,23
2017-02-12,fa,214,214
2017-02-12,fi,205,205
2017-02-12,fil,1,1
2017-02-12,fr,29629,29629
2017-02-12,ga,1,1
2017-02-12,gl,23,23
2017-02-12,gu,2,2
2017-02-12,he,481,481
2017-02-12,hi,106,106
2017-02-12,hr,25,25
2017-02-12,hu,97,97
2017-02-12,id,24162,24162
2017-02-12,in,11,11
2017-02-12,it,2115,2115
2017-02-12,ja,1163,1163
2017-02-12,kn,1,1
2017-02-12,ko,145,145
2017-02-12,ku,1,1
2017-02-12,lv,12,12
2017-02-12,ms,2,2
2017-02-12,msa,74,74
2017-02-12,nb,31,31
2017-02-12,nl,6542,6542
2017-02-12,no,178,178
2017-02-12,pl,460,460
2017-02-12,pt,2199,2199
2017-02-12,pt-PT,1,1
2017-02-12,ro,53,53
2017-02-12,ru,3624,3624
2017-02-12,sk,6,6
2017-02-12,sl,1,1
2017-02-12,sr,25,25
2017-02-12,sv,1154,1154
2017-02-12,th,116,116
2017-02-12,tr,3626,3626
2017-02-12,uk,38,38
2017-02-12,ur,2,2
2017-02-12,vi,24,24
2017-02-12,xx-lc,42,42
2017-02-12,zh-CN,90,90
2017-02-12,zh-Hans,5,5
2017-02-12,zh-TW,8,8
2017-02-12,zh-cn,150,150
2017-02-12,zh-tw,39,39
2017-02-13,af,1,1
2017-02-13,ar,433406,433406
2017-02-13,bg,11,11
2017-02-13,bn,3,3
2017-02-13,ca,1536,1536
2017-02-13,cs,100,100
2017-02-13,cy,7,7
2017-02-13,da,312,312
2017-02-13,de,6630,6630
2017-02-13,el,177,177
2017-02-13,en,736633,736633
2017-02-13,en-AU,87,87
2017-02-13,en-GB,2060,2060
2017-02-13,en-IN,17,17
2017-02-13,en-US,3,3
2017-02-13,en-gb,12632,12632
2017-02-13,es,40019,40019
2017-02-13,es-MX,21,21
2017-02-13,eu,33,33
2017-02-13,fa,217,217
2017-02-13,fi,200,200
2017-02-13,fil,5,5
2017-02-13,fr,32404,32404
2017-02-13,fr-CA,3,3
2017-02-13,ga,13,13
2017-02-13,gl,31,31
2017-02-13,gu,1,1
2017-02-13,he,411,411
2017-02-13,hi,94,94
2017-02-13,hr,23,23
2017-02-13,hu,93,93
2017-02-13,id,27920,27920
2017-02-13,in,14,14
2017-02-13,it,2211,2211
2017-02-13,ja,1318,1318
2017-02-13,ko,152,152
2017-02-13,lv,7,7
2017-02-13,mr,1,1
2017-02-13,ms,4,4
2017-02-13,msa,106,106
2017-02-13,nb,32,32
2017-02-13,nl,5916,5916
2017-02-13,no,157,157
2017-02-13,pl,416,416
2017-02-13,pt,2198,2198
2017-02-13,pt-PT,2,2
2017-02-13,ro,34,34
2017-02-13,ru,3752,3752
2017-02-13,sk,4,4
2017-02-13,sl,3,3
2017-02-13,sr,14,14
2017-02-13,sv,1188,1188
2017-02-13,ta,3,3
2017-02-13,th,165,165
2017-02-13,tr,4382,4382
2017-02-13,uk,29,29
2017-02-13,ur,24,24
2017-02-13,vi,17,17
2017-02-13,xx-lc,57,57
2017-02-13,zh-CN,40,40
2017-02-13,zh-Hans,2,2
2017-02-13,zh-TW,12,12
2017-02-13,zh-cn,143,143
2017-02-13,zh-tw,32,32
2017-02-14,ar,407710,407710
2017-02-14,bg,4,4
2017-02-14,bn,1,1
2017-02-14,ca,833,833
2017-02-14,cs,130,130
2017-02-14,cy,8,8
2017-02-14,da,266,266
2017-02-14,de,5988,5988
2017-02-14,el,146,146
2017-02-14,en,638250,638250
2017-02-14,en-AU,77,77
2017-02-14,en-GB,1941,1941
2017-02-14,en-IN,9,9
2017-02-14,en-US,2,2
2017-02-14,en-gb,12238,12238
2017-02-14,es,37164,37164
2017-02-14,es-MX,16,16
2017-02-14,eu,46,46
2017-02-14,fa,286,286
2017-02-14,fi,186,186
2017-02-14,fil,5,5
2017-02-14,fr,27538,27538
2017-02-14,fr-CA,1,1
2017-02-14,ga,11,11
2017-02-14,gl,36,36
2017-02-14,gu,3,3
2017-02-14,he,376,376
2017-02-14,hi,64,64
2017-02-14,hr,37,37
2017-02-14,hu,78,78
2017-02-14,id,45615,45615
2017-02-14,in,4,4
2017-02-14,it,2187,2187
2017-02-14,ja,1196,1196
2017-02-14,ko,148,148
2017-02-14,lv,5,5
2017-02-14,ms,14,14
2017-02-14,msa,120,120
2017-02-14,nb,28,28
2017-02-14,nl,6138,6138
2017-02-14,no,139,139
2017-02-14,pl,510,510
2017-02-14,pt,2011,2011
2017-02-14,pt-PT,1,1
2017-02-14,ro,29,29
2017-02-14,ru,2576,2576
2017-02-14,sk,2,2
2017-02-14,sr,34,34
2017-02-14,sv,1135,1135
2017-02-14,th,151,151
2017-02-14,tr,5115,5115
2017-02-14,uk,34,34
2017-02-14,ur,75,75
2017-02-14,vi,40,40
2017-02-14,xx-lc,54,54
2017-02-14,zh-CN,50,50
2017-02-14,zh-Hans,4,4
2017-02-14,zh-TW,6,6
2017-02-14,zh-cn,111,111
2017-02-14,zh-tw,49,49
2017-02-15,ar,423542,423542
2017-02-15,az,1,1
2017-02-15,bg,11,11
2017-02-15,bn,1,1
2017-02-15,ca,526,526
2017-02-15,cs,128,128
2017-02-15,cy,7,7
2017-02-15,da,302,302
2017-02-15,de,6415,6415
2017-02-15,el,138,138
2017-02-15,en,666793,666793
2017-02-15,en-AU,70,70
2017-02-15,en-GB,2309,2309
2017-02-15,en-IN,15,15
2017-02-15,en-US,4,4
2017-02-15,en-gb,12206,12206
2017-02-15,es,27808,27808
2017-02-15,es-MX,8,8
2017-02-15,eu,41,41
2017-02-15,fa,157,157
2017-02-15,fi,210,210
2017-02-15,fil,2,2
2017-02-15,fr,29820,29820
2017-02-15,fr-CA,1,1
2017-02-15,ga,6,6
2017-02-15,gl,37,37
2017-02-15,gu,2,2
2017-02-15,he,320,320
2017-02-15,hi,65,65
2017-02-15,hr,35,35
2017-02-15,hu,102,102
2017-02-15,id,35567,35567
2017-02-15,in,16,16
2017-02-15,it,1871,1871
2017-02-15,ja,1143,1143
2017-02-15,ko,266,266
2017-02-15,ld,1,1
2017-02-15,lv,10,10
2017-02-15,mr,1,1
2017-02-15,ms,9,9
2017-02-15,msa,58,58
2017-02-15,nb,30,30
2017-02-15,nl,5793,5793
2017-02-15,no,148,148
2017-02-15,pl,920,920
2017-02-15,pt,2446,2446
2017-02-15,pt-PT,2,2
2017-02-15,ro,56,56
2017-02-15,ru,2048,2048
2017-02-15,sl,3,3
2017-02-15,so,1,1
2017-02-15,sr,28,28
2017-02-15,sv,1142,1142
2017-02-15,ta,1,1
2017-02-15,th,121,121
2017-02-15,tr,4639,4639
2017-02-15,uk,17,17
2017-02-15,ur,22,22
2017-02-15,vi,28,28
2017-02-15,xx-lc,41,41
2017-02-15,zh-CN,36,36
2017-02-15,zh-Hans,1,1
2017-02-15,zh-TW,11,11
2017-02-15,zh-cn,101,101
2017-02-15,zh-tw,33,33
2017-02-16,ar,402017,402017
2017-02-16,bg,11,11
2017-02-16,ca,607,607
2017-02-16,cs,102,102
2017-02-16,cy,9,9
2017-02-16,da,264,264
2017-02-16,de,6221,6221
2017-02-16,el,148,148
2017-02-16,en,719372,719372
2017-02-16,en-AU,68,68
2017-02-16,en-GB,2219,2219
2017-02-16,en-IN,13,13
2017-02-16,en-SS,1,1
2017-02-16,en-US,6,6
2017-02-16,en-gb,12173,12173
2017-02-16,es,46001,46001
2017-02-16,es-MX,26,26
2017-02-16,eu,29,29
2017-02-16,fa,222,222
2017-02-16,fi,218,218
2017-02-16,fil,11,11
2017-02-16,fr,29379,29379
2017-02-16,fr-CA,2,2
2017-02-16,ga,1,1
2017-02-16,gl,40,40
2017-02-16,gu,2,2
2017-02-16,he,363,363
2017-02-16,hi,74,74
2017-02-16,hr,24,24
2017-02-16,hu,106,106
2017-02-16,id,28826,28826
2017-02-16,in,6,6
2017-02-16,it,1927,1927
2017-02-16,ja,1136,1136
2017-02-16,kn,1,1
2017-02-16,ko,216,216
2017-02-16,lv,15,15
2017-02-16,ms,5,5
2017-02-16,msa,83,83
2017-02-16,nb,24,24
2017-02-16,nl,5926,5926
2017-02-16,no,149,149
2017-02-16,pl,593,593
2017-02-16,pt,2122,2122
2017-02-16,pt-PT,2,2
2017-02-16,ro,29,29
2017-02-16,ru,2720,2720
2017-02-16,sk,1,1
2017-02-16,sq,1,1
2017-02-16,sr,18,18
2017-02-16,sv,956,956
2017-02-16,th,123,123
2017-02-16,tr,4639,4639
2017-02-16,uk,25,25
2017-02-16,ur,2,2
2017-02-16,vi,36,36
2017-02-16,xx-lc,52,52
2017-02-16,zh-CN,31,31
2017-02-16,zh-HK,1,1
2017-02-16,zh-TW,13,13
2017-02-16,zh-cn,98,98
2017-02-16,zh-tw,29,29
2017-02-17,ar,462641,462641
2017-02-17,bg,7,7
2017-02-17,bn,2,2
2017-02-17,ca,737,737
2017-02-17,cs,114,114
2017-02-17,cy,4,4
2017-02-17,da,261,261
2017-02-17,de,5900,5900
2017-02-17,el,137,137
2017-02-17,en,667949,667949
2017-02-17,en-AU,72,72
2017-02-17,en-GB,1801,1801
2017-02-17,en-IN,17,17
2017-02-17,en-US,3,3
2017-02-17,en-gb,11899,11899
2017-02-17,es,43509,43509
2017-02-17,es-MX,29,29
2017-02-17,eu,21,21
2017-02-17,fa,190,190
2017-02-17,fi,158,158
2017-02-17,fil,2,2
2017-02-17,fr,27252,27252
2017-02-17,ga,4,4
2017-02-17,gl,30,30
2017-02-17,gu,5,5
2017-02-17,he,506,506
2017-02-17,hi,63,63
2017-02-17,hr,20,20
2017-02-17,hu,88,88
2017-02-17,id,26657,26657
2017-02-17,in,19,19
2017-02-17,it,1813,1813
2017-02-17,ja,1232,1232
2017-02-17,kn,1,1
2017-02-17,ko,190,190
2017-02-17,lv,4,4
2017-02-17,ms,3,3
2017-02-17,msa,72,72
2017-02-17,nb,33,33
2017-02-17,nl,4962,4962
2017-02-17,no,138,138
2017-02-17,pl,386,386
2017-02-17,pt,1993,1993
2017-02-17,pt-PT,1,1
2017-02-17,ro,21,21
2017-02-17,ru,3567,3567
2017-02-17,sk,5,5
2017-02-17,sr,20,20
2017-02-17,sv,834,834
2017-02-17,ta,1,1
2017-02-17,th,113,113
2017-02-17,tr,5162,5162
2017-02-17,uk,24,24
2017-02-17,ur,4,4
2017-02-17,vi,31,31
2017-02-17,xx-lc,44,44
2017-02-17,zh-CN,27,27
2017-02-17,zh-Hans,1,1
2017-02-17,zh-TW,5,5
2017-02-17,zh-cn,80,80
2017-02-17,zh-tw,36,36
2017-02-18,ar,467166,467166
2017-02-18,bg,6,6
2017-02-18,bn,4,4
2017-02-18,ca,5957,5957
2017-02-18,cs,135,135
2017-02-18,cy,5,5
2017-02-18,da,274,274
2017-02-18,de,7795,7795
2017-02-18,el,124,124
2017-02-18,en,590094,590094
2017-02-18,en-AU,58,58
2017-02-18,en-GB,1815,1815
2017-02-18,en-IN,12,12
2017-02-18,en-SS,1,1
2017-02-18,en-US,2,2
2017-02-18,en-gb,11531,11531
2017-02-18,es,61161,61161
2017-02-18,es-MX,21,21
2017-02-18,eu,85,85
2017-02-18,fa,192,192
2017-02-18,fi,172,172
2017-02-18,fil,2,2
2017-02-18,fr,26262,26262
2017-02-18,ga,5,5
2017-02-18,gl,151,151
2017-02-18,gu,1,1
2017-02-18,he,446,446
2017-02-18,hi,87,87
2017-02-18,hr,45,45
2017-02-18,hu,90,90
2017-02-18,id,25877,25877
2017-02-18,in,18,18
2017-02-18,is,1,1
2017-02-18,it,2352,2352
2017-02-18,ja,1215,1215
2017-02-18,kn,4,4
2017-02-18,ko,152,152
2017-02-18,lv,7,7
2017-02-18,ms,11,11
2017-02-18,msa,83,83
2017-02-18,nb,23,23
2017-02-18,nl,6445,6445
2017-02-18,no,147,147
2017-02-18,pl,440,440
2017-02-18,pt,2581,2581
2017-02-18,pt-PT,1,1
2017-02-18,ro,34,34
2017-02-18,ru,2300,2300
2017-02-18,sk,4,4
2017-02-18,sr,22,22
2017-02-18,sv,829,829
2017-02-18,ta,1,1
2017-02-18,th,122,122
2017-02-18,tr,4272,4272
2017-02-18,uk,29,29
2017-02-18,ur,11,11
2017-02-18,vi,26,26
2017-02-18,xx-lc,42,42
2017-02-18,zh-CN,23,23
2017-02-18,zh-Hans,6,6
2017-02-18,zh-TW,3,3
2017-02-18,zh-cn,75,75
2017-02-18,zh-tw,31,31
2017-02-19,ar,426625,426625
2017-02-19,bg,19,19
2017-02-19,bn,2,2
2017-02-19,ca,5685,5685
2017-02-19,ckb,4,4
2017-02-19,cs,178,178
2017-02-19,da,439,439
2017-02-19,de,8556,8556
2017-02-19,el,161,161
2017-02-19,en,718310,718310
2017-02-19,en-AU,75,75
2017-02-19,en-GB,2586,2586
2017-02-19,en-IN,8,8
2017-02-19,en-US,4,4
2017-02-19,en-gb,14175,14175
2017-02-19,es,56850,56850
2017-02-19,es-MX,17,17
2017-02-19,eu,76,76
2017-02-19,fa,155,155
2017-02-19,fi,579,579
2017-02-19,fil,6,6
2017-02-19,fr,30435,30435
2017-02-19,ga,11,11
2017-02-19,gl,117,117
2017-02-19,gu,12,12
2017-02-19,he,344,344
2017-02-19,hi,98,98
2017-02-19,hr,32,32
2017-02-19,hu,114,114
2017-02-19,id,21707,21707
2017-02-19,in,12,12
2017-02-19,it,2448,2448
2017-02-19,ja,1290,1290
2017-02-19,kn,1,1
2017-02-19,ko,239,239
2017-02-19,lt,1,1
2017-02-19,lv,11,11
2017-02-19,ms,8,8
2017-02-19,msa,56,56
2017-02-19,nb,32,32
2017-02-19,nl,7251,7251
2017-02-19,no,210,210
2017-02-19,pl,486,486
2017-02-19,pt,2788,2788
2017-02-19,pt-PT,5,5
2017-02-19,ro,40,40
2017-02-19,ru,2544,2544
2017-02-19,sk,8,8
2017-02-19,sl,1,1
2017-02-19,so,1,1
2017-02-19,sr,19,19
2017-02-19,sv,2845,2845
2017-02-19,ta,2,2
2017-02-19,th,260,260
2017-02-19,tr,4445,4445
2017-02-19,uk,35,35
2017-02-19,ur,4,4
2017-02-19,vi,28,28
2017-02-19,xx-lc,40,40
2017-02-19,zh-CN,54,54
2017-02-19,zh-Hans,4,4
2017-02-19,zh-TW,11,11
2017-02-19,zh-cn,175,175
2017-02-19,zh-tw,36,36
2017-02-20,ar,443697,443697
2017-02-20,bg,24,24
2017-02-20,bn,6,6
2017-02-20,ca,1584,1584
2017-02-20,cs,174,174
2017-02-20,cy,4,4
2017-02-20,da,562,562
2017-02-20,de,9017,9017
2017-02-20,el,198,198
2017-02-20,en,916851,916851
2017-02-20,en-AU,105,105
2017-02-20,en-GB,2858,2858
2017-02-20,en-IN,27,27
2017-02-20,en-US,19,19
2017-02-20,en-gb,16419,16419
2017-02-20,es,48270,48270
2017-02-20,es-MX,12,12
2017-02-20,eu,38,38
2017-02-20,fa,191,191
2017-02-20,fi,729,729
2017-02-20,fil,6,6
2017-02-20,fr,29095,29095
2017-02-20,fr-CA,5,5
2017-02-20,ga,8,8
2017-02-20,gl,56,56
2017-02-20,he,487,487
2017-02-20,hi,128,128
2017-02-20,hr,35,35
2017-02-20,hu,133,133
2017-02-20,id,25118,25118
2017-02-20,in,13,13
2017-02-20,it,3095,3095
2017-02-20,ja,2295,2295
2017-02-20,kn,3,3
2017-02-20,ko,732,732
2017-02-20,lt,1,1
2017-02-20,lv,18,18
2017-02-20,mr,2,2
2017-02-20,ms,2,2
2017-02-20,msa,73,73
2017-02-20,nb,33,33
2017-02-20,nl,7810,7810
2017-02-20,no,356,356
2017-02-20,pl,605,605
2017-02-20,pt,4716,4716
2017-02-20,pt-PT,1,1
2017-02-20,ro,30,30
2017-02-20,ru,3504,3504
2017-02-20,sk,4,4
2017-02-20,sl,3,3
2017-02-20,sr,25,25
2017-02-20,sv,5761,5761
2017-02-20,ta,2,2
2017-02-20,th,321,321
2017-02-20,tr,4921,4921
2017-02-20,uk,49,49
2017-02-20,ur,6,6
2017-02-20,vi,34,34
2017-02-20,xx-lc,67,67
2017-02-20,zh-CN,97,97
2017-02-20,zh-HK,1,1
2017-02-20,zh-Hans,8,8
2017-02-20,zh-TW,14,14
2017-02-20,zh-cn,195,195
2017-02-20,zh-tw,40,40
2017-02-21,ar,446097,446097
2017-02-21,bg,15,15
2017-02-21,bn,5,5
2017-02-21,ca,859,859
2017-02-21,cs,187,187
2017-02-21,cy,4,4
2017-02-21,da,485,485
2017-02-21,de,7625,7625
2017-02-21,el,152,152
2017-02-21,en,750877,750877
2017-02-21,en-AU,92,92
2017-02-21,en-GB,2351,2351
2017-02-21,en-IN,12,12
2017-02-21,en-US,2,2
2017-02-21,en-gb,14175,14175
2017-02-21,es,45139,45139
2017-02-21,es-MX,11,11
2017-02-21,eu,43,43
2017-02-21,fa,198,198
2017-02-21,fi,378,378
2017-02-21,fil,6,6
2017-02-21,fr,32281,32281
2017-02-21,fr-CA,1,1
2017-02-21,ga,7,7
2017-02-21,gl,42,42
2017-02-21,gu,7,7
2017-02-21,he,402,402
2017-02-21,hi,97,97
2017-02-21,hr,42,42
2017-02-21,hu,101,101
2017-02-21,id,21673,21673
2017-02-21,in,8,8
2017-02-21,it,2589,2589
2017-02-21,ja,1630,1630
2017-02-21,kn,1,1
2017-02-21,ko,309,309
2017-02-21,lv,29,29
2017-02-21,ms,2,2
2017-02-21,msa,239,239
2017-02-21,nb,31,31
2017-02-21,nl,7170,7170
